id,drug_id,sentence_index,sentences,SSI1,SSI2,SSI3,SSI4,SSI5,SSI6,SSI7,SSI8,SSI9,SSI10
668,effexorXR.93,12,i still have anxiety; no panic attacks.,anxiety,panic attacks,,,,,,,,
669,effexorXR.96,5,my slowed mindset has prevented excessive worrying which caused my feeling sad and pessimistic in the first place.,excessive worrying,feeling sad,pessimistic,,,,,,,
670,effexorXR.96,8,This is the first time I have been treated medically for depression and I have not been diagnosed by a specialist.,depression,,,,,,,,,
671,effexorXR.97,3,I am not able to leave the house until the meds kick in because I am physically just very sick., sick,,,,,,,,,
672,effexorXR.99,2,"It has helped my depression, but I hate the weight gain, and I have a constant feeling/need to eat.",depression,,,,,,,,,
673,effexorXR.99,7,"Its great for depression and anxiety, but I would not recommed it due to the horrible side effects and withdrawl symptoms.",depression,anxiety,,,,,,,,
674,effexorXR.100,5,"I am tired most of the time, still depressed and very sad.", depressed ,very sad,,,,,,,,
675,effexorXR.103,10,My anxiety is much improved.,anxiety,,,,,,,,,
676,effexorXR.103,16,The main benefits for me are the reduction of anxiety and the improvement in my energy levels.,anxiety,improvement in my energy levels,,,,,,,,
677,effexorXR.103,17,"I used to take Ativan for anxiety, but that made me absent-minded.",anxiety,,,,,,,,,
678,effexorXR.103,20,"My problem was severe debility, brought on, I think, by long-term anxiety.",severe debility,anxiety,,,,,,,,
679,effexorXR.106,2,"I was diagnosed with ""double depression"".Started on 37.5 mg for about 2 weeks, no change, only very sleepy, missed worked, switched to taking at night, uppped to 75mg for a week or two, helped a little bit, I was at an extremely depressed point in my life before I started and it got me back to my ""regular"" state of derpression.",double depression,depressed,derpression,,,,,,,
680,effexorXR.109,14,"So, if the depression doesn't eventually cripple you, the costs will.",depression,,,,,,,,,
681,effexorXR.110,3,"It's not that I am not depressed anymore, I just don't care.",depressed,,,,,,,,,
682,effexorXR.111,2,"My doctor said that Effexor would be the best drug for me since it is made to help depression and anxiety, both of which I have.",depression,anxiety,,,,,,,,
683,effexorXR.111,3,It didn't help my anxiety at all but I definitely felt less depressed while on it.,anxiety,depressed,,,,,,,,
684,effexorXR.111,5,"However, I gained 25 pounds on it and this just fueled my depression even more since I was close to being overweight before going on it.",depression,,,,,,,,,
685,effexorXR.114,2,effexor xr works well for my depression & anxiety.,depression,anxiety,,,,,,,,
686,effexorXR.119,7,"I don't lose my temper, go into ranting raging fits anymore.",don't lose my temper,ranting raging fits,,,,,,,,
687,effexorXR.120,2,"didnt get rid of my eating disorder, if anything it continued it.", eating disorder,,,,,,,,,
688,effexorXR.122,9,"However, I worry about the day when I decide to go off of them and determine if my depression is more chronic or clinical.",depression,,,,,,,,,
689,effexorXR.124,5,"I used to panic while driving, worried about what other drivers thought of me, I couldn't function at work or with my coworkers, I didn't want to get out of bed in the morning.",panic while driving,worried,could not functioning at work,didn't want to get out of bed,,,,,,
690,effexorXR.125,3,I am able to socialize with people without any anxiety.,anxiety,,,,,,,,,
691,effexorXR.125,5,"As for the depression, it is gone and i'm able to function as a happy human being.",depression,,,,,,,,,
692,effexorXR.126,5,"I dont have fits of rage anymore, I am calm when things happen and that way I deal with them better.",fits of rage,,,,,,,,,
693,effexorXR.128,4,I was depressed for years but left it untreated.,depressed,,,,,,,,,
694,effexorXR.128,7,I can live with a few side effects as long as it cures my depression.,depression,,,,,,,,,
695,effexorXR.131,3,"When I have gone off the medication, the depression and anxiety is so awful.",depression,anxiety,,,,,,,,
696,effexorXR.133,4,This has done wonders for my extreme sensitivity and irritability.,extreme sensitivity,irritability,,,,,,,,
697,effexorXR.133,5,Anxiety and social anxiety virtually gone.,Anxiety,social anxiety,,,,,,,,
698,effexorXR.134,3,I feel better but I still havnt noticed any change in my energy or anxiety but the doctor said it could take a few weeks before I would get the full effects but Im really happy with the results so far.,anxiety,,,,,,,,,
699,effexorXR.136,3,"Cured my anxiety and depression wonderfully, stopping the tablets is the difficult part.",anxiety,depression,,,,,,,,
700,effexorXR.138,9,I pray that this helps and I can overcome my depression and anxiety.,depression,anxiety,,,,,,,,
701,effexorXR.139,2,This is an excellent medication for anyone who has a depressiv or anxiety disorder.,depressiv,anxiety disorder,,,,,,,,
702,effexorXR.140,2,"Was on this for several years, had back surgery and wanted to quit Effexor because I was no longer depressed or in pain.",depressed,pain,,,,,,,,
703,effexorXR.140,12,"Overall, Effexor did very well relieving my depression.",depression,,,,,,,,,
704,effexorXR.140,13,"It helped keep migraines at bay and I had tolerable, minimal side effects.",migraines,,,,,,,,,
705,effexorXR.140,16,"My pain increased tremendously and I was a basket case emotionally with crying, etc I had to go back on the Effexor and make an appointment with my prescriber to find something to cover me for when I have the myelogram.",pain,"crying,",,,,,,,,
706,effexorXR.141,8,"I have had recurring depressive episodes since childhood, and this is the second time I have tried anti-depressants.", recurring depressive episodes,,,,,,,,,
707,effexorXR.142,1,At 37.5mg my depression is controlled.,depression,,,,,,,,,
708,effexorXR.142,2,I will experience episodes of depression but it's manageable., episodes of depression,,,,,,,,,
709,effexorXR.142,4,"For me, this medication manages my depression if I take it at a low dose.",depression,,,,,,,,,
710,effexorXR.145,2,Other than that it has helped enormounsly with my depression.,depression.,,,,,,,,,
711,effexorXR.146,1,Intensified anxiety.,Intensified anxiety,,,,,,,,,
712,effexorXR.150,3,"My depression mostly manifested in an inability to start new projects, rather than any feelings of sadness.",depression,,inability to start new projects,,,,,,,
713,effexorXR.153,3,Greatly improved my depression in a month or so after fluoxetine only gave a slight improvement.,depression,,,,,,,,,
714,effexorXR.154,9,Could barely function and was in danger of losing my job.,Could barely function,in danger of losing my job,,,,,,,,
715,effexorXR.155,2,This was attributed to anxiety.,anxiety,,,,,,,,,
716,effexorXR.155,4,"Generally seems to doing a good job with mood, though I'm not impressed with the sleep issues (couldn't sleep.",sleep issues,,,,,,,,,
717,effexorXR.156,6,Am taking 225 mg Still occassional anxiety but much better.,occassional anxiety,,,,,,,,,
718,effexorXR.159,6,"It did work well for my depression, but reading these make me wonder about other things that have been going on - like the pins & needles I attributed to some other mystery.",depression,,,,,,,,,
719,effexorXR.161,3,I was suicidal before I started taking it.,suicidal,,,,,,,,,
720,effexorXR.163,5,The medication did wonders for my anxiety and depression problems which seem to not have returned once stopping the medication.,anxiety,depression,,,,,,,,
721,effexorXR.166,1,"Obnoxious behaviour, Increased talkativeness, nausea, diarrhea, headaches, insomnia, flatulence, depression, moderate weight gain, unable to achieve orgasm, increased sexual pleasure.","talkativeness,",,,,,,,,,
722,effexorXR.166,4,One P doc has told me this may be because I had Dysthmia and SAD.,SAD,,,,,,,,,
723,effexorXR.166,10,It lifted my spirits at a time when I could barely say a word for days because my mind was so blank.,could barely say a word for days,mind was so blank,,,,,,,,
724,effexorXR.166,11,I couldn't keep my head up walking down the street because I though,couldn't keep my head up walking down the street because I though,,,,,,,,,
725,effexorXR.173,4,i havnt noticed that much of a change in my anxiety.,anxiety,,,,,,,,,
726,effexorXR.174,4,"It makes me feel normal again, and I suffer from extremely severe depression.", feel normal again,extremely severe depression,,,,,,,,
727,effexorXR.176,4,My manic depression has driven to do things any normal person would never even think of doing and it seems as though I cannot live without the medicine.,manic depression,driven to do things any normal person would never even think of doing,,,,,,,,
728,effexorXR.176,5,I think I may have to have my dosage up'd to the next level because the bad dreams and sudden outbursts are coming back I've noticed.,bad dreams ,sudden outbursts,,,,,,,,
729,effexorXR.177,8,has aken away all my anxiety and depression., anxiety ,depression,,,,,,,,
730,effexorXR.179,7,Much better than constant bickering with hubby and occasional temper tantrums where I threw and broke things :(., temper tantrums,,threw things,broke things,,,,,,
731,effexorXR.179,12,Went back into severe depression.,severe depression,,,,,,,,,
732,effexorXR.179,16,Think the diagnosis of cancer plus going off my progesterone threw me into depression again.,cancer,depression ,,,,,,,,
733,effexorXR.179,17,"After reading other posts, will try taking in a divided dose or in the am to combat the insomnia.", insomnia,,,,,,,,,
734,effexorXR.180,1,"Night Sweats, Restless Legs, Take 150mg, and that, along with Provigil that I started a bit later, appear to have given my regular epilepy meds a push to stop my seizures, that were previously at 4-5 a day.",seizures,,,,,,,,,
735,effexorXR.180,3,"May sound like a crappy drug, but I'll take the side effects for no seizures any day.",seizures,,,,,,,,,
736,effexorXR.181,1,"started 2 years ago for depression, panic attacks and social anxiety.",depression,panic attacks,social anxiety,,,,,,,
737,effexorXR.181,4,I stopped over analyzing everything.,over analyzing ,,,,,,,,,
738,effexorXR.181,10,I feel nauseous alot and my depression and social anxiety has returned almost 100%.,depression,social anxiety,,,,,,,,
739,effexorXR.182,1,"This medicine has helped me so much, My anxiety, depression, and panic attacks are gone.",anxiety,depression,panic attacks,,,,,,,
740,effexorXR.184,3,Tried Effexor XR and depression gone (only normal ups and downs).,depression,,,,,,,,,
741,effexorXR.187,1,"slight anxiety increase, night sweats. ",anxiety,,,,,,,,,
742,effexorXR.188,4,It has worked wonderfully for my panic attacks.,panic attacks,,,,,,,,,
743,effexorXR.190,2,I have a long history of depression and anxiety.,depression,anxiety,,,,,,,,
744,effexorXR.191,6,"I still get blue moods, but am able to focus and work through them.",blue moods,,,,,,,,,
745,effexorXR.192,1,got hives and fever blisters instead of anxiety attacks.,anxiety attacks,,,,,,,,,
746,effexorXR.194,5,I couldn't leave my house due to anxiety and sometimes couldn't even leave my bedroom.,couldn't leave my house,anxiety,couldn't even leave my bedroom,,,,,,,
747,effexorXR.194,6,"I wouldn't bathe, brush my teeth or wash my hair.",wouldn't bathe,wouldn't brush my teeth,wouldn't  wash my hair,,,,,,,
748,effexorXR.194,7,I thought about suicide nearly every day.,thought about suicide,,,,,,,,,
749,effexorXR.194,8,I wasn't living; I was just existing.,wasn't living,just existing,,,,,,,,
750,effexorXR.196,2,Neither Paxil nor Wellbutrin had any significant effect on my depression.,depression,,,,,,,,,
751,effexorXR.199,2,"I have been on an antidepressant for 18 years, most have worked (except for welbutrin) and I switched around to avoid side effects from some and to try to get better relief of anxiety.",anxiety,,,,,,,,,
752,effexorXR.199,3,None have helped my anxiety.,anxiety,,,,,,,,,
753,effexorXR.199,4,"Effexor has worked for my depression very well, would not be alive without it.",depression,,,,,,,,,
754,effexorXR.200,9,I fell 4 1/2 years ago and broke my right ankle in 3 places and I ended up with RSD.,RSD,,,,,,,,,
755,effexorXR.201,7,"Have also had to supplement with Imipramine due to anxiety  (I've also noticed a weird increase in my blood sugar sensitivity, and find myself getting tired and much more irritable than usual if I skip a meal.).",anxiety,,,,,,,,,
756,effexorXR.201,10,It's potency and side effects can be a nasty surprise for anyone who is taking it for mild depression.,depression,,,,,,,,,
757,effexorXR.201,14,but I was debating suicide at the time.,suicide,,,,,,,,,
758,effexorXR.201,17,"If the side effects are worse than the depression, you're on the wrong drug.",depression,,,,,,,,,
759,effexorXR.202,7,I was very happy in how it dealt with my depression.,depression,,,,,,,,,
760,effexorXR.204,2,Although suffering from depression for most of my adult life.,depression,,,,,,,,,
761,effexorXR.204,3,"I only recently acknowledged that I had a severe emotional disorder in my early thirties, Still, even then.",emotional disorder,,,,,,,,,
762,effexorXR.204,9,The highs and lows I used to experience dissipated; I didn't well up with emotion at the drop of a hat; I finally felt in some sort of control over my emotional state.,highs and lows I used to experience,well up with emotion at the drop of a hat,finally felt in some sort of control over my emotional state,,,,,,,
763,effexorXR.204,11,"I tell them that I still experience other symptoms of depression: fatigue, loss of interest in sex, sometimes a lack of motivation; however.",depression,fatigue,loss of interest in sex,lack of motivation,,,,,,
764,effexorXR.204,12,"I no longer carry the feeling that I am worthless and useless (despite having a ph,d.and a good career) and the world would be a better place without me.",worthless,useless,,,,,,,,
765,effexorXR.206,2,Before taking effexor I had severe depression & anxiety., severe depression,anxiety,,,,,,,,
766,effexorXR.207,4,"I am in control of my emotions, and I think I see things the way they actually are, rather than skewed by depression and anxiety, However, I've experienced several instances when I forgot to take my EffexorXR when I went to bed (which is when I take it with vitamins)-and by the time I woke up in the morning.",depression,anxiety,,,,,,,,
767,effexorXR.210,2,Coping with these side effects is nothing compared to coping with severe depression.,severe depression,,,,,,,,,
768,effexorXR.210,5,"I often wonder whether these medications ""pooping out"" for about 30% of people is a clue to the underlying biological cause of depression, Ultimately, I'd like to find others that work so I can switch between them when one stops working, However, I'm yet to find another one that works.",depression,,,,,,,,,
769,effexorXR.211,3,"I had attempted suicide (had been on Prozac for 12 years when it quit working, which I found out is not unusual).",suicide,,,,,,,,,
770,effexorXR.213,4,That was about three years ago and I am just starting back up on this drug again after a relapse of depression.,depression,,,,,,,,,
771,effexorXR.213,9,"I also got my appetite back and managed to put on the weight I had lost as a result of my anxiety, Overall.",got my appetite back,weight I had lost,anxiety,,,,,,,
772,effexorXR.213,11,After a relapse of depression over the last year.,depression,,,,,,,,,
773,effexorXR.213,15,"It may be depression and medication can help, whether it is Effexor XR or another drug.",depression,,,,,,,,,
774,effexorXR.214,3,"Was second in charge of big motor company for 23 years when i got anxienty / depression , eventually couldn't function etc & ended in a heap , was on & off many different types of drugs & then 2 years later ended up in mental hospital .",anxiety,depression,couldn't function,ended in a heap,ended up in mental hospital,,,,,
775,effexorXR.216,1,"used to be so depressed and anxious, that I didn't want to leave the How.",depressed,anxious,,,,,,,,
776,effexorXR.218,7,"But these were mostly the side effects, and real improvement in my depression didn't appear for the suggested two weeks.",depression,,,,,,,,,
777,effexorXR.219,3,Depression returned so I went back on at 75MG /day and instantly felt better.,depression,,,,,,,,,
778,effexorXR.219,4,The side effects are far less hassle than being in my dark depression,depression,,,,,,,,,
779,effexorXR.220,6,"I read the symptoms of depression now, and can't believe that I felt like that 5 months ago.",depression,,,,,,,,,
780,effexorXR.223,8,"I have not have a depressed moment since I've been on it, approx, 8 months.",depressed,,,,,,,,,
781,effexorXR.224,2,"I almost lost everyone in my life that I loved and cared for simply because I let the pain of depression eat away at me and my relationships with others, This medicine's side effects are not as bad as living a life filled with doubt.",lost everyone in my life,depression,eat away at my relationships with others,life filled with doubt,,,,,,
782,effexorXR.224,3,I can still have emotions and feelings but not in the roller coaster effect that I once lived with.,roller coaster effect,,,,,,,,,
783,effexorXR.226,6,No longer have crying jags.,crying jags,,,,,,,,,
784,effexorXR.226,7,Able to deal with anxiety better.,anxiety,,,,,,,,,
785,effexorXR.226,8,Able to handle stress better and to look at the bigger picture before I would just jump off the deep end.,stress,jump off the dead end,,,,,,,,
786,effexorXR.227,4,I have been taking 75mg dosage for a year now and it has greatly improved my depression.,depression,,,,,,,,,
787,effexorXR.227,5,The negative obsessive thoughts playing over and over in my head have disappeared completely.,negative obsessive thoughts,,,,,,,,,
788,effexorXR.227,8,I no longer have that sense of dread every morning and I am able to handle the stress of daily life.,sense of dread,,,,,,,,,
