id,drug_id,sentence_index,sentences,ADR1,ADR2,ADR3,ADR4,ADR5,ADR6,ADR7,ADR8,ADR9,ADR10,ADR11,ADR12,ADR13,ADR14,ADR15,ADR16,ADR17,ADR18,ADR19,ADR20,ADR21,ADR22,ADR23,ADR24,ADR25,ADR26,ADR27,ADR28,ADR29,ADR30
1853,EffexorXR.80,3,The side effects have been manageable compared to lexapro and celexa.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,EffexorXR.82,1,"sexual, no effect on anxiety, still moods swing, still irritable. ",sexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,EffexorXR.83,1,"cant sleep, sweating, feel sick and dizzy, feel like im zoning out all the time inbetween feeling sick and dizzy of course.",cant sleep,sweating,feel sick,dizzy,feel like zoning out all the time,feeling sick,dizzy,,,,,,,,,,,,,,,,,,,,,,,
1856,effexorXR.84,1,headaches and insomnia. ,headaches,insomnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,EffexorXR.85,1,"nausea at first and clenching teeth,if i am a couple of hours late taking a dose i feel terrible ,sick,faint,shakey,really awful. ",nausea at first,clenching teeth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,effexorXR.86,1,"Day One - spacey, Day Two - nauseous, tight neck and head muscles, internal hot flushing accompanied by weakness and trembling, Day Three - nauseous, increased heart rate, warmer than usual, increased anxiety, Day Four - nauseous, digestive upsets, tight neck and jaw, prickling & tingling on skin, flushing, increased anxiety, experiencing zaps when falling asleep, woke in the middle of the night very hot, anxious, prickly, got scared, didn't take the med on Day 5, now decided I will try to tough it out, Day 6 - took it an hour ago.",spacey,nauseous,tight neck and head muscles,internal hot flushing,weakness,trembling,nauseous,increased heart rate,warmer than usual,increased anxiety,nauseous,digestive upsets,tight neck,tight jaw,prickling & tingling on skin,flushing,increased anxiety,zaps when falling asleep,woke in the middle of the night very hot,anxious,prickly,,,,,,,,,
1859,effexorXR.86,2,so far just tight neck and head muscles.,tight neck and head muscles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,effexorXR.87,2,It gave me horrible nightmares and I kept waking up.,horrible nightmares,kept waking up,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,effexorXR.88,1,"INTENSE JAW PAIN, TREMORS, INSOMNIA, LACK OF SEXUAL DESIRE, DRY MOUTH, MOOD SWINGS. ",INTENSE JAW PAIN,TREMORS,INSOMNIA,LACK OF SEXUAL DESIRE,DRY MOUTH,MOOD SWINGS,,,,,,,,,,,,,,,,,,,,,,,,
1862,effexorXR.89,5,Have trouble with memory. ,trouble with memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,effexorXR.90,1,anxiety. ,anxiety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,effexorXR.91,1,"yawning, spaciness, dizziness, insomnia, affected my impulse control, increased appetite, headache.",yawning,spaciness,dizziness,insomnia,affected impulse control,increased appetite,headache,,,,,,,,,,,,,,,,,,,,,,,
1865,effexorXR.91,4,"BUT, hated the physical side effects, I took valerian (okayed by doctor) to offset the insomina - but weirdest was I realized only after I went off it how it affected my eating habits - I put on weight - around 10 lbs - in the 2.5 months on it - no impulse control and ""munchy"" syndrome - this was counterproductive as I had lost a lot and putting it on made me depressed!",insomnia,put on weight - around 10 lbs - in the 2.5 months,no impulse control,"""munchy"" syndrome",,,,,,,,,,,,,,,,,,,,,,,,,,
1866,effexorXR.92,1,"Erectile dysfunction, delayed ejaculation, abnormal dreams, can't stay asleep,forgetting to eat, extreme nausea, headaches and reoccurence of ocular migraines.",Erectile dysfunction,delayed ejaculation,abnormal dreams,can't stay asleep,forgetting to eat,extreme nausea,headache,recurrence of ocular migraines,,,,,,,,,,,,,,,,,,,,,,
1867,effexorXR.92,4,Thought most side effects would be gone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,effexorXR.93,1,"vivid nightmares, night sweats, loss of libido, other sexual dysfunctions, horrible withdrawel symptons, very little emotions regarding sinificant others, still have sleeping problems but i don't think effexor made it worse.",vivid nightmares,night sweats,loss of libido,sexual dysfunction,very little emotion regarding significant others,,,,,,,,,,,,,,,,,,,,,,,,,
1869,effexorXR.93,2,i started on 75mg and made my way up to 150)  i may have gone too fast though becuase i got numb in my face and hands with tingles that sometimes would move up my arms and shoulders.,numb in my face,numb in hands,face and hands with tingles ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,effexorXR.93,6,Yet i had vivid nightmares that were really horrible and i started to get night sweats real bad.,vivid nightmares,night sweats real bad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,effexorXR.93,8,after a while though 150 started to lose its effectiveness and subsequently i got moved up to 225)  now i feel like an emotional wall.,emotional wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,effexorXR.93,13,"NO libido, fo anything/anyone.",NO libido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,effexorXR.94,1,Initially sick all of the time.,initially sick all of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,effexorXR.94,2,Now on it for three years and have gained 25 pounds.,gained 25 pounds; three years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,effexorXR.94,3,Decreased sex drive.,Decreased sex drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,effexorXR.94,4,Emotionally much better and able to function but getting depressed about the side effects.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,effexorXR.94,5,It has helped me to be a better parent but the side effects are getting to hard to handle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,effexorXR.95,1,"night sweats, insomnia but when I did fall asleep vivid dreams, teeth clenching, decreased motivation, irratibility.",night sweats,insomnia,vivid dreams,teeth clenching,decreased motivation,irritability,,,,,,,,,,,,,,,,,,,,,,,,
1879,effexorXR.96,1,"Nausea in morning, Dizziness, Heart rate increases quickly with exertion, occasional head rush, most distressing aspect is foggy thinking - sluggish thoughts.",Nausea in morning,Dizziness,Heart rate increases quickly,occasional head rush,foggy thinking ,sluggish thoughts,,,,,,,,,,,,,,,,,,,,,,,,
1880,effexorXR.96,3,The first day I was extremely nauseous and almost fainted when lifting a heavy object.,extremely nauseous,almost fainted when lifting a heavy object,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,effexorXR.96,5,my slowed mindset has prevented excessive worrying which caused my feeling sad and pessimistic in the first place.,slowed mindset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,effexorXR.96,7,I am nervous about this as I am uncomfortable with the loss of my cognitive capacity with this drug.,loss of cognitive capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,effexorXR.97,1,"Early on, naseau and sleeplessness.","Early on, nausea","Early on, sleeplessness",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,effexorXR.97,2,"After a year and now on 225 mg I am sweating like crazy all the time, I get tingles in my hands and if I miss a dose I get dizzy and foggy and brain shivers.",sweating like crazy all the time,tingles in my hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,effexorXR.97,4,I have developed an ulcer given the medication is very hard on your stomach and recently had my eyes checked and now I have developed glaucoma (another lovely side effect of this drug) Never did get my sex drive back.,ulcers,very hard on your stomach,glaucoma,Never did get my sex drive back,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,effexorXR.97,5,Gained 40 pounds.,Gained 40 pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,effexorXR.97,6,This drug has changed my life but it has now become so problematic given all the negative side effects that I am not so sure it has changed my life for all the better.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,effexorXR.98,1,"weight gain mostly and i think my dose is too high, when i was first put on it it was just 75mg and i have gradually increased it to 300mg sometimes - now i think this high dose has caused me to have an excessive appetitte.",weight gain,excessive appetite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,effexorXR.99,1,"Constapation, vivid dreams.",Constapation,vivid dreams,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,effexorXR.99,2,"It has helped my depression, but I hate the weight gain, and I have a constant feeling/need to eat.",weight gain,constant feeling/need to eat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,effexorXR.99,5,"I won't off this medicine due to the horrible side effects, withdrawl symptoms and weight gain.",weight gain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,effexorXR.99,7,"Its great for depression and anxiety, but I would not recommed it due to the horrible side effects and withdrawl symptoms.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,effexorXR.100,4,I have gained weight and find it very difficult to lose it.,gained weight,"weight, very difficult to lose",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,effexorXR.100,5,"I am tired most of the time, still depressed and very sad.",tired most of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,effexorXR.101,1,"severe sleep disturbances, abnormal ejaculation, anorexia.",severe sleep disturbances,abnormal ejaculation,anorexia,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,effexorXR.102,1,"Changes in sexual function once we got into the higher doses (I eventually was up to 375 mg), also began getting night sweats at the higher doses, which is ultimately why I stopped taking it.",Changes in sexual function,night sweats,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,effexorXR.102,2,It also made me sweat and feel hot a lot more often. ,sweat a lot more often,feel hot a lot more often,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,effexorXR.103,1,Inability to orgasm on dosages higher than 75mg a day.,Inability to orgasm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,effexorXR.103,2,"Slight apathy and abscent-mindedness (I make lots of typos, etc).",Slight apathy,abscent-mindedness,make lots of typos,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,effexorXR.103,14,"I still sometimes feel unmotivated on waking up in the morning, but I don't want to increase the dose above 75mg because of the anorgasmia, and the potential difficulties in eventually quitting the drug.",anorgasmia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,effexorXR.105,1,"sweating, severe tremors, chest pain, Withdrawl side effects: brain flashes, emotional, irrational, aggressive, angry, diahhorea, stomach cramps, vomiting, unable to relax or sleep- these got better after about 2 weeks, but still hanging around.",sweating,severe tremors,chest pain,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,effexorXR.106,1,"lethargic, unusual dreams, yawning, difficulty reaching orgasm.",lethargic,unusual dreams,yawning,difficulty reaching orgasm,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,effexorXR.106,2,"I was diagnosed with ""double depression"".Started on 37.5 mg for about 2 weeks, no change, only very sleepy, missed worked, switched to taking at night, uppped to 75mg for a week or two, helped a little bit, I was at an extremely depressed point in my life before I started and it got me back to my ""regular"" state of derpression.",very sleepy,missed worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,effexorXR.106,4,"my ONLY side effects have been listed, but mainly unusual vivid dreams.",unusual vivid dreams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,effexorXR.107,1,"Shaking, Irritable, Energy, later fatigue, constipation, anxiousness, anxiety attacks, craving sweets, flu like symptoms, ear ache, weak, as if my heart was overly stressed if I done the least little thing.",Shaking,Irritable,"Energy, later fatigue",constipation,anxiousness,anxiety attacks,craving sweets,flu like symptoms,ear ache,weak,,,,,,,,,,,,,,,,,,,,
1906,effexorXR.107,5,But by the end of the day I'd b tired and easliy irritated.,tired,easily irritated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,effexorXR.108,1,"EXTREME DRY MOUTH, but not until I was taking it for over 4 years.",EXTREME DRY MOUTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,effexorXR.109,1,"sweating,dizziness, severe dry mouth (coughing all night,can't talk without choking),itchy scalp,insomnia, constipation, hard stool, gas, racing thoughts, teeth grinding, agitation, severe loss of short term memory, moments of enhanced colors,tired all the time, blurry vision, extreme sensitivity to light and sound, insomnia and drunk feeling caused weak immune system, brief speedy moments periodically followed by extreme fatigue, one good day followed by three days of needing to sleep 15 hours, light headedness, loss of balance, complete loss of sex drive, void of emotion (And I am a singer songwriter, painter.)",sweating,Dizziness,severely dry mouth,coughing all night,can't talk without choking,itchy scalp,insomnia,constipation,hard stool,gas,racing thoughts,teeth grinding,agitation,severe loss of short term memory,moments of enhanced colors,tired all the time,blurry vision,extreme sensitivity to light,extreme sensitivity to sound,insomnia,drunk feeling,weak immune system,brief speedy moments periodically,"periodically, extreme fatigue",one good day followed by three days of needing to sleep 15 hours,light headedness,loss of balance,complete loss of sex drive,void of emotion,
1909,effexorXR.109,2,Cannot currently sing due to my arid dry mouth and throat.,arid dry mouth,arid dry throat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,effexorXR.109,3,"Dosed at 35 to start, have built up to 225)  I started out taking Xanax to battle my insominia, but it didn't do much.",insomnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,effexorXR.109,5,"At dose 75, I experience moments of bliss, and extreme colors.",moments of bliss,moments of extreme colors,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,effexorXR.109,8,"Experienced extreme carb craving, and bizarre urge to consume alcohal all the time.",extreme carb craving,urge to consume alcohal all the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,effexorXR.109,11,"Currently at 225, I am very agitated, dizzy, lightheaded, off balance, emotionless, and one week after I started taking Effexor XR, I saw obvious daily weight gain, bloated stomache constipation, etc And then the financial shock.",very agitated,dizzy,lightheaded,off balance,emotionless,obvious daily weight gain,bloated stomache,constipation,,,,,,,,,,,,,,,,,,,,,,
1914,effexorXR.110,1,"Confusion, inability to concentrate, lack of motivation, no sex drive, agitation, incresed blood pressure, chronic constipation, vivid dreams, severe sweating.",Confusion,inability to concentrate,lack of motivation,no sex drive,agitation,incresed blood pressure,chronic constipation,vivid dreams,severe sweating,,,,,,,,,,,,,,,,,,,,,
1915,effexorXR.110,2,On 225 mg This stuff just numbs me out.,numbs me out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,effexorXR.110,3,"It's not that I am not depressed anymore, I just don't care.",just don't care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,effexorXR.110,4,"Impossible to concentrate, no desire to do anything.",Impossible to concentrate,no desire to do anything,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,effexorXR.110,5,Totally removes sex drive.,Totally removes sex drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,effexorXR.111,1,"weight gain, sexual dysfunction, nausea.",weight gain,sexual dysfunction,nausea,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,effexorXR.111,5,"However, I gained 25 pounds on it and this just fueled my depression even more since I was close to being overweight before going on it.",gained 25 pounds,fueled my depression even more,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,effexorXR.111,7,"I got the ""brain zaps"" that other people have mentioned.",brain zaps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,effexorXR.111,9,I definitely don't think the good outweighs the bad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,effexorXR.112,1,The intial dry mouth and headache went away in a few days.,intial dry mouth went away in a few days,intial headache went away in a few days,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,effexorXR.112,2,But my blood pressure (which had always been lo or lo normal) rose to 148/80 so I had to discontinue.,blood pressure rose to 148/80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,effexorXR.112,3,"Oh, and did I mention the vivid dreams and nightmares.",vivid dreams,nightmares,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,effexorXR.113,1,"Brief headache, increased sweating at night.",Brief headache,increased sweating at night,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,effexorXR.114,1,"weight gain, sweating, loss of libido, crave carbs - see additonal comments.",weight gain,sweating,loss of libido,crave carbs,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,effexorXR.114,4,I experienced loss of good judgement and loss of guilt when I started taking effexor xr.,loss of good judgement,loss of guilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,effexorXR.114,7,This adversely affected every aspect of my life - personal & financial.,adversely affected every aspect of my life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,effexorXR.115,1,Initially experienced loss of appetite & weight loss.,Initially; loss of appetite,Initially; weight loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,effexorXR.115,2,I also experienced an initial period of emotional numbness by which I mean I didn't feel I was experiencing my emotions normally no matter what it was I was feeling.,initial period of emotional numbness,didn't feel I was experiencing my emotions normally,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,effexorXR.115,3,"Now I find I have extremely vivid & bizarre dreams- some good, some bad.",extremely vivid & bizarre dreams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,effexorXR.115,4,Sweating has definitely increased as well as heat sensitivity.,Sweating definitely increased,increased heat sensitivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,effexorXR.115,5,"I also found that after the initial period of appetite & weight loss, my appetite went back to normal & I have since gained quite a bit of weight.",initial appetite loss,initial weight loss,gained quite a bit of weight,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,effexorXR.115,6,I haven't experienced any sexual side effects which is a plus but I am really not happy about the weight gain.,weight gain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,effexorXR.116,1,"not really my self sex drive gone sad things can happen and my tears arent there,my weight gain over the years (5 yrs) 60 lbs now im dibetic and my cholestrol is high in part from being so lazy now from taking this med tried to wean off and i cant do it the side effects are horrible dizzy,my eyes dont work right, nausea.",not really my self,sex drive gone,sad things can happen and my tears arent there,weight gain over the years (5 yrs) 60 lbs,dibetic,cholesterol is high,lazy,,,,,,,,,,,,,,,,,,,,,,,
1937,effexorXR.117,1,"right now, what I'm dealing with is the inability to climax.",inability to climax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,effexorXR.117,3,Can get very turned on but just no release!,Can get very turned on but just no release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,effexorXR.117,8,"so far, seems to be helping keep my mood more stable but I do notice a kind of deadening of emotions- I know that was a concern of mine before when I took it.",deadening of emotions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,effexorXR.118,1,"Dry Mouth,. ",Dry Mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,effexorXR.119,1,"night sweats, very cool sexy vivid dreams, dizziness if I miss a dose, nothing serious compared to the good feeling I have when I take it regularly.",night sweats,very cool sexy vivid dreams,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,effexorXR.120,1,"Excessive yawning, with a euphoric feeling each time I yawned, very spaced out, happy in another world, no withdrawal, no weight gain.",Excessive yawning,euphoric feeling,Yawned,very spaced out,happy in another world,,,,,,,,,,,,,,,,,,,,,,,,,
1943,effexorXR.121,1,"Wild, life-like/real dreams; definitely CANNOT skip a dose (wicked headache and dizziness).","Wild, life-like/real dreams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,effexorXR.121,3,The 'broken sleep' however is frustrating.,broken sleep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,effexorXR.121,6,"All that aside, at a remission-type dose (150 mg or less), if i don't start experiencing very unusual health affects, i intend to stay on this drug for a long while.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,effexorXR.121,9,"It helps me immensely, and the side affects are tolerable, as long as i don't provoke them by missing a dose.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,effexorXR.122,1,"dry mouth, anorgasmic At first, strange dreams, meaning very vivid and colorful.",dry mouth,anorgasmic at first,"strange dreams, very vivid and colorful",,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,effexorXR.122,4,"Also, my appetite used to be more ""normal"" when I started, but now is back to more random eating/snacking.",random eating/snacking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,effexorXR.122,8,"Even with the side effects, which aren't too bad and more just annoying, I can deal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,effexorXR.123,2,Less and less libido and sexual function over the years.,Less and less libido over the years,Less and less sexual function over the years,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,effexorXR.123,3,Made my drinking into raging alcoholism.,raging alcoholism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,effexorXR.123,5,"Too bad about sex, alcohol and tobacco, I enjoyed them all ,but Effexor has really helped me.",Too bad about sex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,effexorXR.124,1,"Yawning at first, no appetite, fatigue, no sex drive.",Yawning at first,no appetite,fatigue,no sex drive,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,effexorXR.124,2,"Now that I've been on it for a while, I get random tics when at rest that aren't severe enough to really bother me.",random tics when at rest ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,effexorXR.124,3,"My knees shake a bit and my dexterity seem a little impacted going down stairs, but it's worth feeling normal again.",knees shake a bit ,dexterity seem a little impacted going down stairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,effexorXR.124,4,"I had pretty mild side effects at first, nothing severe enough to make me want to quit taking it and nothing out of the ordinary.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,effexorXR.124,7,Totally worth any of the minor side effects I feel now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,effexorXR.125,1,Irritability.,Irritability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,effexorXR.125,2,This is a great drug with minimal side effects.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,effexorXR.125,6,"Only problem is this med makes me slightly irritable to sounds, sudden talking or disturbances ever so slight as they may be while I'm trying to work.",slightly irritable to sounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,effexorXR.125,7,There's a little bit more lack of concentration on my part which can be mistaken for short attention span because this drug puts me in a state of La La land and it's hard to snap out of it bc it's such a nice place.,a little bit more lack of concentration,in a state of La La land,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,effexorXR.126,1,"Pupils dialated, a little shaky, I started at a low dose and quickly went to a high dose because it wasnt helping.",Pupils dialated,a little shaky,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,effexorXR.126,2,I had a little bit of a problem falling asleep last night.,a little bit of problem falling asleep last night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,effexorXR.127,1,Sexual anorgasmia impotence brain zaps. ,Sexual anorgasmia,impotence,brain zaps,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,effexorXR.128,2,"vivid dreams, night sweats, loss of appetite, nausea, etc After a few months, the only problem I've really had is headaches.",vivid dreams,night sweats,loss of appetite,nausea,headaches,,,,,,,,,,,,,,,,,,,,,,,,,
1966,effexorXR.128,7,I can live with a few side effects as long as it cures my depression.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,effexorXR.129,1,Delayed orgasm.,Delayed orgasm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,effexorXR.130,1,"high cholesterol, sweating, decreased appetite. ",high cholesterol,sweating,decreased appetite,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,effexorXR.131,1,"Vivid dreams, lack of any sex drive, constipation, farting, some sleepiness.",vivid dreams,lack of any sex drive,constipation,farting,some sleepiness,,,,,,,,,,,,,,,,,,,,,,,,,
1970,effexorXR.131,4,I will deal with the side effects any day for how Effexor has changed my life for the better.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,effexorXR.133,2,I had a headache that lasted about a week.,headache that lasted about a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,effexorXR.133,3,"I also had dizziness and exhaustion, but those went away in a couple of days.","dizziness, went away in a couple of days","exhaustion, went away in a couple of days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,effexorXR.134,1,loss of appetite.,loss of appetite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,effexorXR.135,1,Initially I had dizziness and some naseau.,"Initially, dizziness","Initially, some nausea",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,effexorXR.135,2,I found taking it at breakfast reduced nausea.,nausea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,effexorXR.135,3,I have found I sweat more on Effexor.,sweat more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,effexorXR.135,5,Most annoying side effect is delayed orgasm and sex drive reduction.,Delayed orgasm,sex drive reduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,effexorXR.135,7,Often get restless legs syndrome with Effexor.,restless legs syndrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,effexorXR.136,1,"Loss of libido, gurning, tiredness, yawning.",Loss of libido,gurning,tiredness,yawning,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,effexorXR.137,1,"started on 37.5mg about 3 years ago, I am now on 225mg, whenever dose is increased I begin to have severe tiredness, sleeping for 12-16 a night!",severe tiredness,sleeping for 12-16 a night,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,effexorXR.137,2,"I also gain weight whenever the dose is incerased, and I have TONS of food cravings.",gained weight,TONS of food cravings,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,effexorXR.138,1,"Nausea, a lil.","Nausea, a lil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,effexorXR.138,2,"brain ""zapping"" pressure, restless jaw (teeth wanting to grind) and HAPPINESS.","brain ""zapping"" pressure",restless jaw (teeth wanting to grind),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,effexorXR.138,3,Ive only been on it for 1 day and was a little naucious this morning and my jaw has been wanting to clench down.,a little naucious,jaw has been wanting to clench down,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,effexorXR.138,5,So I finally made to decision to start it and hope for the best and it seems like not too many side effects are going to get me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,effexorXR.139,1,"mild insomnia, poor interactions with alcohol.",mild insomnia,poor interactions with alchohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,effexorXR.140,5,After a year or so on this I had more spinal problems and related nerve pain.,more spinal problems,nerve pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,effexorXR.140,8,"I have lots of neck problems (DDD, herniation, stenosis, etc) so I thought the severe pain in my hands and arms was the result of that.",Neck problem,DDD,herniation,stenosis,severe pain in hands,severe pain in arms,,,,,,,,,,,,,,,,,,,,,,,,
1989,effexorXR.140,13,"It helped keep migraines at bay and I had tolerable, minimal side effects.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,effexorXR.140,17,"I had the ""typical"" brain zaps and odd brain feeling, dizziness, anxiety.",brain zaps,odd brain feeling,dizziness,anxiety,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,effexorXR.141,1,"During the first week I experienced hot flashes, night sweats, insomnia.","During the first week, hot flashes","During the first week, night sweats","During the first week, insomnia",,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,effexorXR.141,4,My only continuing side effects are total loss of appetite and continuing problems with insomnia.,continuing - total loss of appetite,continuing - insomnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,effexorXR.141,6,"The appetite is not a concern because I am quite overweight, it has actually helped me lose 50 lbs over the last six months.",lose 50 lbs over the last six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,effexorXR.142,3,"When I increase the dose to 75mg I experience vivid dreams, interrupted sleep, anxiety, irritability and unwarranted anger.",vivid dreams,interrupted sleep,anxiety,irritability,unwarranted anger,,,,,,,,,,,,,,,,,,,,,,,,,
1995,effexorXR.143,1,"nausea, tremor. ",nausea,tremor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
